trip_id,arrival_time,departure_time,stop_id,stop_sequence
ROUTE_A_BUS1_TRIP001,06:00:00,06:00:00,rm_alw,1
ROUTE_A_BUS1_TRIP001,06:01:00,06:01:00,rm_lkn,2
ROUTE_A_BUS1_TRIP001,06:02:00,06:02:00,rm_rcn,3
ROUTE_A_BUS1_TRIP001,06:02:00,06:02:00,rm_rcs,4
ROUTE_A_BUS1_TRIP001,06:03:00,06:03:00,rm_res,5
ROUTE_A_BUS1_TRIP001,06:04:00,06:04:00,rm_mhn,6
ROUTE_A_BUS1_TRIP001,06:05:00,06:05:00,rb_mbc,7
ROUTE_A_BUS1_TRIP001,06:06:00,06:06:00,rb_rps,8
ROUTE_A_BUS1_TRIP001,06:07:00,06:07:00,rb_rpn,9
ROUTE_A_BUS1_TRIP001,06:08:00,06:08:00,rb_lkb,10
ROUTE_A_BUS1_TRIP001,06:09:00,06:09:00,rb_anm,11
ROUTE_A_BUS1_TRIP001,06:10:00,06:10:00,rm_alw,12
ROUTE_A_BUS1_TRIP002,06:15:00,06:15:00,rm_alw,1
ROUTE_A_BUS1_TRIP002,06:17:00,06:17:00,rm_lkn,2
ROUTE_A_BUS1_TRIP002,06:17:00,06:17:00,rm_rcn,3
ROUTE_A_BUS1_TRIP002,06:18:00,06:18:00,rm_rcs,4
ROUTE_A_BUS1_TRIP002,06:19:00,06:19:00,rm_res,5
ROUTE_A_BUS1_TRIP002,06:20:00,06:20:00,rm_mhn,6
ROUTE_A_BUS1_TRIP002,06:21:00,06:21:00,rb_mbc,7
ROUTE_A_BUS1_TRIP002,06:22:00,06:22:00,rb_rps,8
ROUTE_A_BUS1_TRIP002,06:23:00,06:23:00,rb_rpn,9
ROUTE_A_BUS1_TRIP002,06:24:00,06:24:00,rb_lkb,10
ROUTE_A_BUS1_TRIP002,06:25:00,06:25:00,rb_anm,11
ROUTE_A_BUS1_TRIP002,06:26:00,06:26:00,rm_alw,12
ROUTE_A_BUS1_TRIP003,06:31:00,06:31:00,rm_alw,1
ROUTE_A_BUS1_TRIP003,06:32:00,06:32:00,rm_lkn,2
ROUTE_A_BUS1_TRIP003,06:33:00,06:33:00,rm_rcn,3
ROUTE_A_BUS1_TRIP003,06:34:00,06:34:00,rm_rcs,4
ROUTE_A_BUS1_TRIP003,06:34:00,06:34:00,rm_res,5
ROUTE_A_BUS1_TRIP003,06:35:00,06:35:00,rm_mhn,6
ROUTE_A_BUS1_TRIP003,06:37:00,06:37:00,rb_mbc,7
ROUTE_A_BUS1_TRIP003,06:38:00,06:38:00,rb_rps,8
ROUTE_A_BUS1_TRIP003,06:39:00,06:39:00,rb_rpn,9
ROUTE_A_BUS1_TRIP003,06:40:00,06:40:00,rb_lkb,10
ROUTE_A_BUS1_TRIP003,06:41:00,06:41:00,rb_anm,11
ROUTE_A_BUS1_TRIP003,06:42:00,06:42:00,rm_alw,12
ROUTE_A_BUS1_TRIP004,06:47:00,06:47:00,rm_alw,1
ROUTE_A_BUS1_TRIP004,06:48:00,06:48:00,rm_lkn,2
ROUTE_A_BUS1_TRIP004,06:49:00,06:49:00,rm_rcn,3
ROUTE_A_BUS1_TRIP004,06:49:00,06:49:00,rm_rcs,4
ROUTE_A_BUS1_TRIP004,06:50:00,06:50:00,rm_res,5
ROUTE_A_BUS1_TRIP004,06:51:00,06:51:00,rm_mhn,6
ROUTE_A_BUS1_TRIP004,06:52:00,06:52:00,rb_mbc,7
ROUTE_A_BUS1_TRIP004,06:54:00,06:54:00,rb_rps,8
ROUTE_A_BUS1_TRIP004,06:54:00,06:54:00,rb_rpn,9
ROUTE_A_BUS1_TRIP004,06:55:00,06:55:00,rb_lkb,10
ROUTE_A_BUS1_TRIP004,06:56:00,06:56:00,rb_anm,11
ROUTE_A_BUS1_TRIP004,06:58:00,06:58:00,rm_alw,12
ROUTE_A_BUS1_TRIP005,07:03:00,07:03:00,rm_alw,1
ROUTE_A_BUS1_TRIP005,07:04:00,07:04:00,rm_lkn,2
ROUTE_A_BUS1_TRIP005,07:05:00,07:05:00,rm_rcn,3
ROUTE_A_BUS1_TRIP005,07:05:00,07:05:00,rm_rcs,4
ROUTE_A_BUS1_TRIP005,07:06:00,07:06:00,rm_res,5
ROUTE_A_BUS1_TRIP005,07:07:00,07:07:00,rm_mhn,6
ROUTE_A_BUS1_TRIP005,07:08:00,07:08:00,rb_mbc,7
ROUTE_A_BUS1_TRIP005,07:09:00,07:09:00,rb_rps,8
ROUTE_A_BUS1_TRIP005,07:10:00,07:10:00,rb_rpn,9
ROUTE_A_BUS1_TRIP005,07:11:00,07:11:00,rb_lkb,10
ROUTE_A_BUS1_TRIP005,07:12:00,07:12:00,rb_anm,11
ROUTE_A_BUS1_TRIP005,07:13:00,07:13:00,rm_alw,12
ROUTE_A_BUS1_TRIP006,07:18:00,07:18:00,rm_alw,1
ROUTE_A_BUS1_TRIP006,07:20:00,07:20:00,rm_lkn,2
ROUTE_A_BUS1_TRIP006,07:20:00,07:20:00,rm_rcn,3
ROUTE_A_BUS1_TRIP006,07:21:00,07:21:00,rm_rcs,4
ROUTE_A_BUS1_TRIP006,07:22:00,07:22:00,rm_res,5
ROUTE_A_BUS1_TRIP006,07:23:00,07:23:00,rm_mhn,6
ROUTE_A_BUS1_TRIP006,07:24:00,07:24:00,rb_mbc,7
ROUTE_A_BUS1_TRIP006,07:25:00,07:25:00,rb_rps,8
ROUTE_A_BUS1_TRIP006,07:26:00,07:26:00,rb_rpn,9
ROUTE_A_BUS1_TRIP006,07:27:00,07:27:00,rb_lkb,10
ROUTE_A_BUS1_TRIP006,07:28:00,07:28:00,rb_anm,11
ROUTE_A_BUS1_TRIP006,07:29:00,07:29:00,rm_alw,12
ROUTE_A_BUS1_TRIP007,07:34:00,07:34:00,rm_alw,1
ROUTE_A_BUS1_TRIP007,07:35:00,07:35:00,rm_lkn,2
ROUTE_A_BUS1_TRIP007,07:36:00,07:36:00,rm_rcn,3
ROUTE_A_BUS1_TRIP007,07:37:00,07:37:00,rm_rcs,4
ROUTE_A_BUS1_TRIP007,07:37:00,07:37:00,rm_res,5
ROUTE_A_BUS1_TRIP007,07:38:00,07:38:00,rm_mhn,6
ROUTE_A_BUS1_TRIP007,07:40:00,07:40:00,rb_mbc,7
ROUTE_A_BUS1_TRIP007,07:41:00,07:41:00,rb_rps,8
ROUTE_A_BUS1_TRIP007,07:42:00,07:42:00,rb_rpn,9
ROUTE_A_BUS1_TRIP007,07:43:00,07:43:00,rb_lkb,10
ROUTE_A_BUS1_TRIP007,07:44:00,07:44:00,rb_anm,11
ROUTE_A_BUS1_TRIP007,07:45:00,07:45:00,rm_alw,12
ROUTE_A_BUS1_TRIP008,07:50:00,07:50:00,rm_alw,1
ROUTE_A_BUS1_TRIP008,07:51:00,07:51:00,rm_lkn,2
ROUTE_A_BUS1_TRIP008,07:52:00,07:52:00,rm_rcn,3
ROUTE_A_BUS1_TRIP008,07:52:00,07:52:00,rm_rcs,4
ROUTE_A_BUS1_TRIP008,07:53:00,07:53:00,rm_res,5
ROUTE_A_BUS1_TRIP008,07:54:00,07:54:00,rm_mhn,6
ROUTE_A_BUS1_TRIP008,07:55:00,07:55:00,rb_mbc,7
ROUTE_A_BUS1_TRIP008,07:57:00,07:57:00,rb_rps,8
ROUTE_A_BUS1_TRIP008,07:57:00,07:57:00,rb_rpn,9
ROUTE_A_BUS1_TRIP008,07:58:00,07:58:00,rb_lkb,10
ROUTE_A_BUS1_TRIP008,07:59:00,07:59:00,rb_anm,11
ROUTE_A_BUS1_TRIP008,08:01:00,08:01:00,rm_alw,12
ROUTE_A_BUS1_TRIP009,08:06:00,08:06:00,rm_alw,1
ROUTE_A_BUS1_TRIP009,08:07:00,08:07:00,rm_lkn,2
ROUTE_A_BUS1_TRIP009,08:08:00,08:08:00,rm_rcn,3
ROUTE_A_BUS1_TRIP009,08:08:00,08:08:00,rm_rcs,4
ROUTE_A_BUS1_TRIP009,08:09:00,08:09:00,rm_res,5
ROUTE_A_BUS1_TRIP009,08:10:00,08:10:00,rm_mhn,6
ROUTE_A_BUS1_TRIP009,08:11:00,08:11:00,rb_mbc,7
ROUTE_A_BUS1_TRIP009,08:12:00,08:12:00,rb_rps,8
ROUTE_A_BUS1_TRIP009,08:13:00,08:13:00,rb_rpn,9
ROUTE_A_BUS1_TRIP009,08:14:00,08:14:00,rb_lkb,10
ROUTE_A_BUS1_TRIP009,08:15:00,08:15:00,rb_anm,11
ROUTE_A_BUS1_TRIP009,08:16:00,08:16:00,rm_alw,12
ROUTE_A_BUS1_TRIP010,08:21:00,08:21:00,rm_alw,1
ROUTE_A_BUS1_TRIP010,08:23:00,08:23:00,rm_lkn,2
ROUTE_A_BUS1_TRIP010,08:23:00,08:23:00,rm_rcn,3
ROUTE_A_BUS1_TRIP010,08:24:00,08:24:00,rm_rcs,4
ROUTE_A_BUS1_TRIP010,08:25:00,08:25:00,rm_res,5
ROUTE_A_BUS1_TRIP010,08:26:00,08:26:00,rm_mhn,6
ROUTE_A_BUS1_TRIP010,08:27:00,08:27:00,rb_mbc,7
ROUTE_A_BUS1_TRIP010,08:28:00,08:28:00,rb_rps,8
ROUTE_A_BUS1_TRIP010,08:29:00,08:29:00,rb_rpn,9
ROUTE_A_BUS1_TRIP010,08:30:00,08:30:00,rb_lkb,10
ROUTE_A_BUS1_TRIP010,08:31:00,08:31:00,rb_anm,11
ROUTE_A_BUS1_TRIP010,08:32:00,08:32:00,rm_alw,12
ROUTE_A_BUS1_TRIP011,08:37:00,08:37:00,rm_alw,1
ROUTE_A_BUS1_TRIP011,08:38:00,08:38:00,rm_lkn,2
ROUTE_A_BUS1_TRIP011,08:39:00,08:39:00,rm_rcn,3
ROUTE_A_BUS1_TRIP011,08:40:00,08:40:00,rm_rcs,4
ROUTE_A_BUS1_TRIP011,08:41:00,08:41:00,rm_res,5
ROUTE_A_BUS1_TRIP011,08:41:00,08:41:00,rm_mhn,6
ROUTE_A_BUS1_TRIP011,08:43:00,08:43:00,rb_mbc,7
ROUTE_A_BUS1_TRIP011,08:44:00,08:44:00,rb_rps,8
ROUTE_A_BUS1_TRIP011,08:45:00,08:45:00,rb_rpn,9
ROUTE_A_BUS1_TRIP011,08:46:00,08:46:00,rb_lkb,10
ROUTE_A_BUS1_TRIP011,08:47:00,08:47:00,rb_anm,11
ROUTE_A_BUS1_TRIP011,08:48:00,08:48:00,rm_alw,12
ROUTE_A_BUS1_TRIP012,09:04:00,09:04:00,rm_alw,1
ROUTE_A_BUS1_TRIP012,09:05:00,09:05:00,rm_lkn,2
ROUTE_A_BUS1_TRIP012,09:06:00,09:06:00,rm_rcn,3
ROUTE_A_BUS1_TRIP012,09:06:00,09:06:00,rm_rcs,4
ROUTE_A_BUS1_TRIP012,09:07:00,09:07:00,rm_res,5
ROUTE_A_BUS1_TRIP012,09:08:00,09:08:00,rm_mhn,6
ROUTE_A_BUS1_TRIP012,09:09:00,09:09:00,rb_mbc,7
ROUTE_A_BUS1_TRIP012,09:11:00,09:11:00,rb_rps,8
ROUTE_A_BUS1_TRIP012,09:11:00,09:11:00,rb_rpn,9
ROUTE_A_BUS1_TRIP012,09:12:00,09:12:00,rb_lkb,10
ROUTE_A_BUS1_TRIP012,09:13:00,09:13:00,rb_anm,11
ROUTE_A_BUS1_TRIP012,09:14:00,09:14:00,rm_alw,12
ROUTE_A_BUS1_TRIP013,09:19:00,09:19:00,rm_alw,1
ROUTE_A_BUS1_TRIP013,09:21:00,09:21:00,rm_lkn,2
ROUTE_A_BUS1_TRIP013,09:22:00,09:22:00,rm_rcn,3
ROUTE_A_BUS1_TRIP013,09:22:00,09:22:00,rm_rcs,4
ROUTE_A_BUS1_TRIP013,09:23:00,09:23:00,rm_res,5
ROUTE_A_BUS1_TRIP013,09:24:00,09:24:00,rm_mhn,6
ROUTE_A_BUS1_TRIP013,09:25:00,09:25:00,rb_mbc,7
ROUTE_A_BUS1_TRIP013,09:26:00,09:26:00,rb_rps,8
ROUTE_A_BUS1_TRIP013,09:27:00,09:27:00,rb_rpn,9
ROUTE_A_BUS1_TRIP013,09:28:00,09:28:00,rb_lkb,10
ROUTE_A_BUS1_TRIP013,09:29:00,09:29:00,rb_anm,11
ROUTE_A_BUS1_TRIP013,09:30:00,09:30:00,rm_alw,12
ROUTE_A_BUS1_TRIP014,09:35:00,09:35:00,rm_alw,1
ROUTE_A_BUS1_TRIP014,09:37:00,09:37:00,rm_lkn,2
ROUTE_A_BUS1_TRIP014,09:37:00,09:37:00,rm_rcn,3
ROUTE_A_BUS1_TRIP014,09:38:00,09:38:00,rm_rcs,4
ROUTE_A_BUS1_TRIP014,09:39:00,09:39:00,rm_res,5
ROUTE_A_BUS1_TRIP014,09:39:00,09:39:00,rm_mhn,6
ROUTE_A_BUS1_TRIP014,09:41:00,09:41:00,rb_mbc,7
ROUTE_A_BUS1_TRIP014,09:42:00,09:42:00,rb_rps,8
ROUTE_A_BUS1_TRIP014,09:43:00,09:43:00,rb_rpn,9
ROUTE_A_BUS1_TRIP014,09:44:00,09:44:00,rb_lkb,10
ROUTE_A_BUS1_TRIP014,09:45:00,09:45:00,rb_anm,11
ROUTE_A_BUS1_TRIP014,09:46:00,09:46:00,rm_alw,12
ROUTE_A_BUS1_TRIP015,09:51:00,09:51:00,rm_alw,1
ROUTE_A_BUS1_TRIP015,09:52:00,09:52:00,rm_lkn,2
ROUTE_A_BUS1_TRIP015,09:53:00,09:53:00,rm_rcn,3
ROUTE_A_BUS1_TRIP015,09:54:00,09:54:00,rm_rcs,4
ROUTE_A_BUS1_TRIP015,09:54:00,09:54:00,rm_res,5
ROUTE_A_BUS1_TRIP015,09:55:00,09:55:00,rm_mhn,6
ROUTE_A_BUS1_TRIP015,09:57:00,09:57:00,rb_mbc,7
ROUTE_A_BUS1_TRIP015,09:58:00,09:58:00,rb_rps,8
ROUTE_A_BUS1_TRIP015,09:58:00,09:58:00,rb_rpn,9
ROUTE_A_BUS1_TRIP015,09:59:00,09:59:00,rb_lkb,10
ROUTE_A_BUS1_TRIP015,10:01:00,10:01:00,rb_anm,11
ROUTE_A_BUS1_TRIP015,10:02:00,10:02:00,rm_alw,12
ROUTE_A_BUS1_TRIP016,10:07:00,10:07:00,rm_alw,1
ROUTE_A_BUS1_TRIP016,10:08:00,10:08:00,rm_lkn,2
ROUTE_A_BUS1_TRIP016,10:09:00,10:09:00,rm_rcn,3
ROUTE_A_BUS1_TRIP016,10:09:00,10:09:00,rm_rcs,4
ROUTE_A_BUS1_TRIP016,10:10:00,10:10:00,rm_res,5
ROUTE_A_BUS1_TRIP016,10:11:00,10:11:00,rm_mhn,6
ROUTE_A_BUS1_TRIP016,10:12:00,10:12:00,rb_mbc,7
ROUTE_A_BUS1_TRIP016,10:14:00,10:14:00,rb_rps,8
ROUTE_A_BUS1_TRIP016,10:14:00,10:14:00,rb_rpn,9
ROUTE_A_BUS1_TRIP016,10:15:00,10:15:00,rb_lkb,10
ROUTE_A_BUS1_TRIP016,10:16:00,10:16:00,rb_anm,11
ROUTE_A_BUS1_TRIP016,10:17:00,10:17:00,rm_alw,12
ROUTE_A_BUS1_TRIP017,10:22:00,10:22:00,rm_alw,1
ROUTE_A_BUS1_TRIP017,10:24:00,10:24:00,rm_lkn,2
ROUTE_A_BUS1_TRIP017,10:25:00,10:25:00,rm_rcn,3
ROUTE_A_BUS1_TRIP017,10:25:00,10:25:00,rm_rcs,4
ROUTE_A_BUS1_TRIP017,10:26:00,10:26:00,rm_res,5
ROUTE_A_BUS1_TRIP017,10:27:00,10:27:00,rm_mhn,6
ROUTE_A_BUS1_TRIP017,10:28:00,10:28:00,rb_mbc,7
ROUTE_A_BUS1_TRIP017,10:29:00,10:29:00,rb_rps,8
ROUTE_A_BUS1_TRIP017,10:30:00,10:30:00,rb_rpn,9
ROUTE_A_BUS1_TRIP017,10:31:00,10:31:00,rb_lkb,10
ROUTE_A_BUS1_TRIP017,10:32:00,10:32:00,rb_anm,11
ROUTE_A_BUS1_TRIP017,10:33:00,10:33:00,rm_alw,12
ROUTE_A_BUS1_TRIP018,10:38:00,10:38:00,rm_alw,1
ROUTE_A_BUS1_TRIP018,10:40:00,10:40:00,rm_lkn,2
ROUTE_A_BUS1_TRIP018,10:40:00,10:40:00,rm_rcn,3
ROUTE_A_BUS1_TRIP018,10:41:00,10:41:00,rm_rcs,4
ROUTE_A_BUS1_TRIP018,10:42:00,10:42:00,rm_res,5
ROUTE_A_BUS1_TRIP018,10:42:00,10:42:00,rm_mhn,6
ROUTE_A_BUS1_TRIP018,10:44:00,10:44:00,rb_mbc,7
ROUTE_A_BUS1_TRIP018,10:45:00,10:45:00,rb_rps,8
ROUTE_A_BUS1_TRIP018,10:46:00,10:46:00,rb_rpn,9
ROUTE_A_BUS1_TRIP018,10:47:00,10:47:00,rb_lkb,10
ROUTE_A_BUS1_TRIP018,10:48:00,10:48:00,rb_anm,11
ROUTE_A_BUS1_TRIP018,10:49:00,10:49:00,rm_alw,12
ROUTE_A_BUS1_TRIP019,10:54:00,10:54:00,rm_alw,1
ROUTE_A_BUS1_TRIP019,10:55:00,10:55:00,rm_lkn,2
ROUTE_A_BUS1_TRIP019,10:56:00,10:56:00,rm_rcn,3
ROUTE_A_BUS1_TRIP019,10:57:00,10:57:00,rm_rcs,4
ROUTE_A_BUS1_TRIP019,10:57:00,10:57:00,rm_res,5
ROUTE_A_BUS1_TRIP019,10:58:00,10:58:00,rm_mhn,6
ROUTE_A_BUS1_TRIP019,11:00:00,11:00:00,rb_mbc,7
ROUTE_A_BUS1_TRIP019,11:01:00,11:01:00,rb_rps,8
ROUTE_A_BUS1_TRIP019,11:01:00,11:01:00,rb_rpn,9
ROUTE_A_BUS1_TRIP019,11:02:00,11:02:00,rb_lkb,10
ROUTE_A_BUS1_TRIP019,11:04:00,11:04:00,rb_anm,11
ROUTE_A_BUS1_TRIP019,11:05:00,11:05:00,rm_alw,12
ROUTE_A_BUS1_TRIP020,11:10:00,11:10:00,rm_alw,1
ROUTE_A_BUS1_TRIP020,11:11:00,11:11:00,rm_lkn,2
ROUTE_A_BUS1_TRIP020,11:12:00,11:12:00,rm_rcn,3
ROUTE_A_BUS1_TRIP020,11:12:00,11:12:00,rm_rcs,4
ROUTE_A_BUS1_TRIP020,11:13:00,11:13:00,rm_res,5
ROUTE_A_BUS1_TRIP020,11:14:00,11:14:00,rm_mhn,6
ROUTE_A_BUS1_TRIP020,11:15:00,11:15:00,rb_mbc,7
ROUTE_A_BUS1_TRIP020,11:17:00,11:17:00,rb_rps,8
ROUTE_A_BUS1_TRIP020,11:17:00,11:17:00,rb_rpn,9
ROUTE_A_BUS1_TRIP020,11:18:00,11:18:00,rb_lkb,10
ROUTE_A_BUS1_TRIP020,11:19:00,11:19:00,rb_anm,11
ROUTE_A_BUS1_TRIP020,11:20:00,11:20:00,rm_alw,12
ROUTE_A_BUS1_TRIP021,11:25:00,11:25:00,rm_alw,1
ROUTE_A_BUS1_TRIP021,11:27:00,11:27:00,rm_lkn,2
ROUTE_A_BUS1_TRIP021,11:28:00,11:28:00,rm_rcn,3
ROUTE_A_BUS1_TRIP021,11:28:00,11:28:00,rm_rcs,4
ROUTE_A_BUS1_TRIP021,11:29:00,11:29:00,rm_res,5
ROUTE_A_BUS1_TRIP021,11:30:00,11:30:00,rm_mhn,6
ROUTE_A_BUS1_TRIP021,11:31:00,11:31:00,rb_mbc,7
ROUTE_A_BUS1_TRIP021,11:32:00,11:32:00,rb_rps,8
ROUTE_A_BUS1_TRIP021,11:33:00,11:33:00,rb_rpn,9
ROUTE_A_BUS1_TRIP021,11:34:00,11:34:00,rb_lkb,10
ROUTE_A_BUS1_TRIP021,11:35:00,11:35:00,rb_anm,11
ROUTE_A_BUS1_TRIP021,11:36:00,11:36:00,rm_alw,12
ROUTE_A_BUS1_TRIP022,11:41:00,11:41:00,rm_alw,1
ROUTE_A_BUS1_TRIP022,11:43:00,11:43:00,rm_lkn,2
ROUTE_A_BUS1_TRIP022,11:43:00,11:43:00,rm_rcn,3
ROUTE_A_BUS1_TRIP022,11:44:00,11:44:00,rm_rcs,4
ROUTE_A_BUS1_TRIP022,11:45:00,11:45:00,rm_res,5
ROUTE_A_BUS1_TRIP022,11:45:00,11:45:00,rm_mhn,6
ROUTE_A_BUS1_TRIP022,11:47:00,11:47:00,rb_mbc,7
ROUTE_A_BUS1_TRIP022,11:48:00,11:48:00,rb_rps,8
ROUTE_A_BUS1_TRIP022,11:49:00,11:49:00,rb_rpn,9
ROUTE_A_BUS1_TRIP022,11:50:00,11:50:00,rb_lkb,10
ROUTE_A_BUS1_TRIP022,11:51:00,11:51:00,rb_anm,11
ROUTE_A_BUS1_TRIP022,11:52:00,11:52:00,rm_alw,12
ROUTE_A_BUS1_TRIP023,12:08:00,12:08:00,rm_alw,1
ROUTE_A_BUS1_TRIP023,12:09:00,12:09:00,rm_lkn,2
ROUTE_A_BUS1_TRIP023,12:10:00,12:10:00,rm_rcn,3
ROUTE_A_BUS1_TRIP023,12:10:00,12:10:00,rm_rcs,4
ROUTE_A_BUS1_TRIP023,12:11:00,12:11:00,rm_res,5
ROUTE_A_BUS1_TRIP023,12:12:00,12:12:00,rm_mhn,6
ROUTE_A_BUS1_TRIP023,12:13:00,12:13:00,rb_mbc,7
ROUTE_A_BUS1_TRIP023,12:15:00,12:15:00,rb_rps,8
ROUTE_A_BUS1_TRIP023,12:15:00,12:15:00,rb_rpn,9
ROUTE_A_BUS1_TRIP023,12:16:00,12:16:00,rb_lkb,10
ROUTE_A_BUS1_TRIP023,12:17:00,12:17:00,rb_anm,11
ROUTE_A_BUS1_TRIP023,12:18:00,12:18:00,rm_alw,12
ROUTE_A_BUS1_TRIP024,12:23:00,12:23:00,rm_alw,1
ROUTE_A_BUS1_TRIP024,12:25:00,12:25:00,rm_lkn,2
ROUTE_A_BUS1_TRIP024,12:26:00,12:26:00,rm_rcn,3
ROUTE_A_BUS1_TRIP024,12:26:00,12:26:00,rm_rcs,4
ROUTE_A_BUS1_TRIP024,12:27:00,12:27:00,rm_res,5
ROUTE_A_BUS1_TRIP024,12:28:00,12:28:00,rm_mhn,6
ROUTE_A_BUS1_TRIP024,12:29:00,12:29:00,rb_mbc,7
ROUTE_A_BUS1_TRIP024,12:30:00,12:30:00,rb_rps,8
ROUTE_A_BUS1_TRIP024,12:31:00,12:31:00,rb_rpn,9
ROUTE_A_BUS1_TRIP024,12:32:00,12:32:00,rb_lkb,10
ROUTE_A_BUS1_TRIP024,12:33:00,12:33:00,rb_anm,11
ROUTE_A_BUS1_TRIP024,12:34:00,12:34:00,rm_alw,12
ROUTE_A_BUS1_TRIP025,12:39:00,12:39:00,rm_alw,1
ROUTE_A_BUS1_TRIP025,12:41:00,12:41:00,rm_lkn,2
ROUTE_A_BUS1_TRIP025,12:41:00,12:41:00,rm_rcn,3
ROUTE_A_BUS1_TRIP025,12:42:00,12:42:00,rm_rcs,4
ROUTE_A_BUS1_TRIP025,12:43:00,12:43:00,rm_res,5
ROUTE_A_BUS1_TRIP025,12:44:00,12:44:00,rm_mhn,6
ROUTE_A_BUS1_TRIP025,12:45:00,12:45:00,rb_mbc,7
ROUTE_A_BUS1_TRIP025,12:46:00,12:46:00,rb_rps,8
ROUTE_A_BUS1_TRIP025,12:47:00,12:47:00,rb_rpn,9
ROUTE_A_BUS1_TRIP025,12:48:00,12:48:00,rb_lkb,10
ROUTE_A_BUS1_TRIP025,12:49:00,12:49:00,rb_anm,11
ROUTE_A_BUS1_TRIP025,12:50:00,12:50:00,rm_alw,12
ROUTE_A_BUS1_TRIP026,12:55:00,12:55:00,rm_alw,1
ROUTE_A_BUS1_TRIP026,12:56:00,12:56:00,rm_lkn,2
ROUTE_A_BUS1_TRIP026,12:57:00,12:57:00,rm_rcn,3
ROUTE_A_BUS1_TRIP026,12:58:00,12:58:00,rm_rcs,4
ROUTE_A_BUS1_TRIP026,12:58:00,12:58:00,rm_res,5
ROUTE_A_BUS1_TRIP026,12:59:00,12:59:00,rm_mhn,6
ROUTE_A_BUS1_TRIP026,13:01:00,13:01:00,rb_mbc,7
ROUTE_A_BUS1_TRIP026,13:02:00,13:02:00,rb_rps,8
ROUTE_A_BUS1_TRIP026,13:03:00,13:03:00,rb_rpn,9
ROUTE_A_BUS1_TRIP026,13:03:00,13:03:00,rb_lkb,10
ROUTE_A_BUS1_TRIP026,13:05:00,13:05:00,rb_anm,11
ROUTE_A_BUS1_TRIP026,13:06:00,13:06:00,rm_alw,12
ROUTE_A_BUS1_TRIP027,13:11:00,13:11:00,rm_alw,1
ROUTE_A_BUS1_TRIP027,13:12:00,13:12:00,rm_lkn,2
ROUTE_A_BUS1_TRIP027,13:13:00,13:13:00,rm_rcn,3
ROUTE_A_BUS1_TRIP027,13:13:00,13:13:00,rm_rcs,4
ROUTE_A_BUS1_TRIP027,13:14:00,13:14:00,rm_res,5
ROUTE_A_BUS1_TRIP027,13:15:00,13:15:00,rm_mhn,6
ROUTE_A_BUS1_TRIP027,13:16:00,13:16:00,rb_mbc,7
ROUTE_A_BUS1_TRIP027,13:18:00,13:18:00,rb_rps,8
ROUTE_A_BUS1_TRIP027,13:18:00,13:18:00,rb_rpn,9
ROUTE_A_BUS1_TRIP027,13:19:00,13:19:00,rb_lkb,10
ROUTE_A_BUS1_TRIP027,13:20:00,13:20:00,rb_anm,11
ROUTE_A_BUS1_TRIP027,13:22:00,13:22:00,rm_alw,12
ROUTE_A_BUS1_TRIP028,13:27:00,13:27:00,rm_alw,1
ROUTE_A_BUS1_TRIP028,13:28:00,13:28:00,rm_lkn,2
ROUTE_A_BUS1_TRIP028,13:29:00,13:29:00,rm_rcn,3
ROUTE_A_BUS1_TRIP028,13:29:00,13:29:00,rm_rcs,4
ROUTE_A_BUS1_TRIP028,13:30:00,13:30:00,rm_res,5
ROUTE_A_BUS1_TRIP028,13:31:00,13:31:00,rm_mhn,6
ROUTE_A_BUS1_TRIP028,13:32:00,13:32:00,rb_mbc,7
ROUTE_A_BUS1_TRIP028,13:33:00,13:33:00,rb_rps,8
ROUTE_A_BUS1_TRIP028,13:34:00,13:34:00,rb_rpn,9
ROUTE_A_BUS1_TRIP028,13:35:00,13:35:00,rb_lkb,10
ROUTE_A_BUS1_TRIP028,13:36:00,13:36:00,rb_anm,11
ROUTE_A_BUS1_TRIP028,13:37:00,13:37:00,rm_alw,12
ROUTE_A_BUS1_TRIP029,13:42:00,13:42:00,rm_alw,1
ROUTE_A_BUS1_TRIP029,13:44:00,13:44:00,rm_lkn,2
ROUTE_A_BUS1_TRIP029,13:44:00,13:44:00,rm_rcn,3
ROUTE_A_BUS1_TRIP029,13:45:00,13:45:00,rm_rcs,4
ROUTE_A_BUS1_TRIP029,13:46:00,13:46:00,rm_res,5
ROUTE_A_BUS1_TRIP029,13:47:00,13:47:00,rm_mhn,6
ROUTE_A_BUS1_TRIP029,13:48:00,13:48:00,rb_mbc,7
ROUTE_A_BUS1_TRIP029,13:49:00,13:49:00,rb_rps,8
ROUTE_A_BUS1_TRIP029,13:50:00,13:50:00,rb_rpn,9
ROUTE_A_BUS1_TRIP029,13:51:00,13:51:00,rb_lkb,10
ROUTE_A_BUS1_TRIP029,13:52:00,13:52:00,rb_anm,11
ROUTE_A_BUS1_TRIP029,13:53:00,13:53:00,rm_alw,12
ROUTE_A_BUS1_TRIP030,13:58:00,13:58:00,rm_alw,1
ROUTE_A_BUS1_TRIP030,13:59:00,13:59:00,rm_lkn,2
ROUTE_A_BUS1_TRIP030,14:00:00,14:00:00,rm_rcn,3
ROUTE_A_BUS1_TRIP030,14:01:00,14:01:00,rm_rcs,4
